,ID,DOI,complete,csv_post_title,crossref_API_out,title,DOI_API,title_API,title_match,DOI_match
1145,128,10.1016/j.vaccine.2012.04.088,"Laurens MB, Duncan CJ, Epstein JE, Hill AV, Komisar JL, Lyke KE, Ockenhouse CF, Richie TL, Roestenberg M, Sauerwein RW, Spring MD, Talley AK, Moorthy VS; Consensus Group on Design of Clinical Trials of Controlled Human Malaria Infection. A consultation on the optimization of controlled human malaria infection by mosquito bite for evaluation of candidate malaria vaccines.   Aug 3;30(36):5302-4. doi: 10.1016/j.vaccine.2012.04.088. Epub 2012 May 31.",A consultation on the optimization of controlled human malaria infection by mosquito bite for evaluation of candidate malaria vaccines,"{'title': ['A consultation on the optimization of controlled human malaria infection by mosquito bite for evaluation of candidate malaria vaccines'], 'DOI': '10.1016/j.vaccine.2012.04.088'}",['A consultation on the optimization of controlled human malaria infection by mosquito bite for evaluation of candidate malaria vaccines'],10.1016/j.vaccine.2012.04.088,A consultation on the optimization of controlled human malaria infection by mosquito bite for evaluation of candidate malaria vaccines,True,True
1146,2250,10.2337/db16-0628,"Laver TW, Colclough K, Shepherd M, Patel K, Houghton JA, Dusatkova P et al. The Common p.R114W HNF4A Mutation Causes a Distinct Clinical Subtype of Monogenic Diabetes.   Oct;65(10):3212-7. doi: 10.2337/db16-0628. Epub 2016 Aug 2.",The Common p.R114W HNF4A Mutation Causes a Distinct Clinical Subtype of Monogenic Diabetes,"{'title': ['The Common p.R114WHNF4AMutation Causes a Distinct Clinical Subtype of Monogenic Diabetes'], 'DOI': '10.2337/db16-0628'}",['The Common p.R114WHNF4AMutation Causes a Distinct Clinical Subtype of Monogenic Diabetes'],10.2337/db16-0628,The Common p.R114WHNF4AMutation Causes a Distinct Clinical Subtype of Monogenic Diabetes,False,True
1147,269,10.1007/8904_2012_140,"Lavery S, Abdo D, Kotrotsou M, Trew G, Konstantinidis M, Wells D. Successful live birth following preimplantation genetic diagnosis of phenylketonuria in day 3 embryos by specific mutation analysis and elective single embryo transfer.   Jan;7:49-54. doi: 10.1007/8904_2012_140. Epub 2012 Mar 31.",Successful live birth following preimplantation genetic diagnosis of phenylketonuria in day 3 embryos by specific mutation analysis and elective single embryo transfer,"{'title': ['Current controversies in prenatal diagnosis 4: preimplantation genetic screening should be routinely offered to all preimplantation genetic diagnosis cases'], 'DOI': '10.1002/pd.4757'}",['Current controversies in prenatal diagnosis 4: preimplantation genetic screening should be routinely offered to all preimplantation genetic diagnosis cases'],10.1002/pd.4757,Current controversies in prenatal diagnosis 4: preimplantation genetic screening should be routinely offered to all preimplantation genetic diagnosis cases,False,False
1148,2184,10.1634/theoncologist.2015-0014,"Lawler M, Kaplan R, Wilson RH, Maughan T, S-CORT Consortium. Changing the Paradigm - Multistage Multiarm Randomized Trials and Stratified Cancer Medicine.   Aug;20(8):849-51. doi: 10.1634/theoncologist.2015-0014. Epub 2015 Jun 12.",Changing the Paradigm - Multistage Multiarm Randomized Trials and Stratified Cancer Medicine,"{'title': ['Changing the Paradigm--Multistage Multiarm Randomized Trials and Stratified Cancer Medicine'], 'DOI': '10.1634/theoncologist.2015-0014'}",['Changing the Paradigm--Multistage Multiarm Randomized Trials and Stratified Cancer Medicine'],10.1634/theoncologist.2015-0014,Changing the Paradigm--Multistage Multiarm Randomized Trials and Stratified Cancer Medicine,False,True
1149,93,,"Lawrie CH, Ballabio E, Soilleux E, Sington J, Hatton CS, Dirnhofer S, Tzankov A. Inter- and intra-observational variability in immunohistochemistry: a multicentre analysis of diffuse large B-cell lymphoma staining.   Jul.",Inter- and intra-observational variability in immunohistochemistry: a multicentre analysis of diffuse large B-cell lymphoma staining,"{'title': ['Inter- and intra-observational variability in immunohistochemistry: a multicentre analysis of diffuse large B-cell lymphoma staining'], 'DOI': '10.1111/j.1365-2559.2012.04179.x'}",['Inter- and intra-observational variability in immunohistochemistry: a multicentre analysis of diffuse large B-cell lymphoma staining'],10.1111/j.1365-2559.2012.04179.x,Inter- and intra-observational variability in immunohistochemistry: a multicentre analysis of diffuse large B-cell lymphoma staining,True,False
1150,1506,10.3233/JPD-140523,"Lawton M, Baig F, Rolinski M, Ruffman C, Nithi K, May MT, Ben-Shlomo Y, Hu MTM. Parkinson' s disease subtypes in the Oxford Parkinson Disease Centre (OPDC) Discovery cohort.   Jun 1;5(2):269-79. doi: 10.3233/JPD-140523.",Parkinson's disease subtypes in the Oxford Parkinson Disease Centre (OPDC) Discovery cohort,"{'title': ['DJ-1 and Parkinson′s Disease*'], 'DOI': '10.3724/sp.j.1206.2010.00393'}",['DJ-1 and Parkinson′s Disease*'],10.3724/sp.j.1206.2010.00393,DJ-1 and Parkinson′s Disease*,False,False
1151,2322,,"Lazarus, R., Kelly, S., Snape, M. D., Vandermeulen, C., Voysey, M., Hoppenbrouwers, K., ... & Leroux-Roels, G. (2016). Antibody Persistence and Booster Responses to Split-Virion H5N1 Avian Influenza Vaccine in Young and Elderly Adults. PloS one, 11(11), e0165384.",Antibody Persistence and Booster Responses to Split-Virion H5N1 Avian Influenza Vaccine in Young and Elderly Adults,"{'title': ['Antibody Persistence and Booster Responses to Split-Virion H5N1 Avian Influenza Vaccine in Young and Elderly Adults'], 'DOI': '10.1371/journal.pone.0165384'}",['Antibody Persistence and Booster Responses to Split-Virion H5N1 Avian Influenza Vaccine in Young and Elderly Adults'],10.1371/journal.pone.0165384,Antibody Persistence and Booster Responses to Split-Virion H5N1 Avian Influenza Vaccine in Young and Elderly Adults,True,False
1152,195,,"Lazdam M, de la Horra A, Diesch J, Kenworthy Y, Davis E, Lewandowski AJ, Szmigielski C, Shore A, Mackillop L, Kharbanda R, Alp N, Redman C, Kelly B, Leeson P. Unique blood pressure characteristics in mother and offspring after early onset preeclampsia.   Nov.",Unique blood pressure characteristics in mother and offspring after early onset preeclampsia,None,None,None,,False,False
1153,89,10.1016/j.tmaid.2012.03.008,"le PJ, Duncan CJ, Sheehy SH, Meyer J, O'Hara GA, Gilbert SC, Hill AV. Distinguishing malaria and influenza: early clinical features in controlled human experimental infection studies.   Jul;10(4):192-6. doi: 10.1016/j.tmaid.2012.03.008. Epub 2012 Apr 22.",Distinguishing malaria and influenza: early clinical features in controlled human experimental infection studies,None,None,None,,False,False
1154,476,10.1111/cge.12157,"Leal J, Ades AE, Wordsworth S, and Dezateux C. Regional differences in the frequency of the c.985A>G ACADM mutation: findings from a meta-regression of genotyping and screening studies.   May 3. ePub ahead of print doi: 10.1111/cge.12157.",Regional differences in the frequency of the c.985A>G ACADM mutation: findings from a meta-regression of genotyping and screening studies,None,None,None,,False,False
1155,1071,10.1016/j.jclinepi.2014.05.011,"Leal J, Wordsworth S, Oerton J, Khalid JM, Dezateux C, UK Collaborative Study of Newborn Screening for MCADD. Synthesis framework estimating prevalence of MCADD and sensitivity of newborn screening programme in the absence of direct evidence.   Jul 13. doi: 10.1016/j.jclinepi.2014.05.011 Epub ahead of print.",Synthesis framework estimating prevalence of MCADD and sensitivity of newborn screening programme in the absence of direct evidence,None,None,None,,False,False
1156,217,,"Lebbe C, Lorigan P, Ascierto P, Testori A, Bedane C, Middleton M, van Baardewijk M, Konto C, Dueymes A, Maio M. Treatment patterns and outcomes among patients diagnosed with unresectable stage III or IV melanoma in Europe: a retrospective, longitudinal survey (MELODY study).   Nov.","Treatment patterns and outcomes among patients diagnosed with unresectable stage III or IV melanoma in Europe: a retrospective, longitudinal survey (MELODY study)",None,None,None,,False,False
1157,2136,10.1002/acn3.311,"Lee JY, Stathopoulos P, Gupta S, Bannock JM, Barohn RJ, Cotzomi E, Dimachkie MM, Jacobson L, Lee CS, Morbach H, Querol L, Shan JL, Vander Heiden JA, Waters P, Vincent A, Nowak RJ, O'Connor KC.. Compromised fidelity of B-cell tolerance checkpoints in AChR and MuSK myasthenia gravis..   Apr 27;3(6):443-54. doi: 10.1002/acn3.311. eCollection 2016..",Compromised fidelity of B-cell tolerance checkpoints in AChR and MuSK myasthenia gravis.,None,None,None,,False,False
1158,536,,"Lee MC, Tracey I. Imaging pain: a potent means for investigating pain mechanisms in patients.   Jul;111(1):64-72.",Imaging pain: a potent means for investigating pain mechanisms in patients,None,None,None,,False,False
1159,342,,"Lee R, Adlam D, Antoniades C, Digby JE, Kharbanda RK, Choudhury RP, Channon KM. Heparin administration leads to rapid decrease in plasma matrix metalloproteinase-9.   Feb.",Heparin administration leads to rapid decrease in plasma matrix metalloproteinase-9,None,None,None,,False,False
1160,678,,"Lee R, Antonopoulos AS, Alexopoulou Z, Margaritis M, Kharbanda RK, Choudhury RP et al. Artifactual elevation of plasma sCD40L by residual platelets in patients with coronary artery disease.   Sep 30;168(2):1648-50.",Artifactual elevation of plasma sCD40L by residual platelets in patients with coronary artery disease,None,None,None,,False,False
1161,639,10.1016/j.aca.2013.06.041,"Lee S, Kim S, Malm J, Jeong OC, Lilja H, Laurell T. Improved porous silicon microarray based prostate specific antigen immunoassay by optimized surface density of the capture antibody.   Sep;796:108-14. doi: 10.1016/j.aca.2013.06.041.",Improved porous silicon microarray based prostate specific antigen immunoassay by optimized surface density of the capture antibody,None,None,None,,False,False
1162,419,10.1136/jclinpath-2013-201457,"Leedham S, East JE, Chetty R. Diagnosis of sessile serrated polyps/adenomas: what does this mean for the pathologist, gastroenterologist and patient?.   Apr;66(4):265-8. doi: 10.1136/jclinpath-2013-201457.","Diagnosis of sessile serrated polyps/adenomas: what does this mean for the pathologist, gastroenterologist and patient?",None,None,None,,False,False
1163,96,,"Leedham S, Tomlinson I . The continuum model of selection in human tumors: general paradigm or niche product?.   Jul;72:3131-4.",The continuum model of selection in human tumors: general paradigm or niche product?,None,None,None,,False,False
1164,302,,"Leedham SJ, Rodenas-Cuadrado P, Howarth K, Lewis A, Mallappa S, Segditsas S, Davis H, Jeffery R, Rodriguez-Justo M, Keshav S, Travis SP, Graham TA, East J, Clark S, Tomlinson I . A basal gradient of Wnt and stem-cell number influences regional tumour distribution in human and mouse intestinal tracts.   Jan;62(1):83-93.",A basal gradient of Wnt and stem-cell number influences regional tumour distribution in human and mouse intestinal tracts,None,None,None,,False,False
1165,1984,10.1128/AEM.03821-15,"Leekitcharoenphon P, Hendriksen RS, Le Hello S, Weill FX, Baggesen DL, Jun SR, Ussery DW, Lund O, Crook DW, Wilson DJ, Aarestrup FM. Global Genomic Epidemiology of Salmonella enterica Serovar Typhimurium DT104.   Apr;82(8):2516-26. doi: 10.1128/AEM.03821-15. Print 2016 Apr 15.",Global Genomic Epidemiology of Salmonella enterica Serovar Typhimurium DT104,None,None,None,,False,False
1166,675,,"Leeson P, Thilaganathan B. Assisted reshaping of the fetal heart?.   Sep 24;128(13):1398-9.",Assisted reshaping of the fetal heart?,"{'title': ['Laser-assisted cartilage reshaping for protruding ears: A review of the clinical applications'], 'DOI': '10.1002/lary.25260'}",['Laser-assisted cartilage reshaping for protruding ears: A review of the clinical applications'],10.1002/lary.25260,Laser-assisted cartilage reshaping for protruding ears: A review of the clinical applications,False,False
1167,1716,10.1007/s00439-015-1616-8,"Lei J, Rudolph A, Moysich KB, Behrens S, Goode EL, Bolla MK et al. Genetic variation in the immunosuppression pathway genes and breast cancer susceptibility: a pooled analysis of 42,510 cases and 40,577 controls from the Breast Cancer Association Consortium.   Jan;135(1):137-54. doi: 10.1007/s00439-015-1616-8. Epub 2015 Nov 30.","Genetic variation in the immunosuppression pathway genes and breast cancer susceptibility: a pooled analysis of 42,510 cases and 40,577 controls from the Breast Cancer Association Consortium","{'title': ['The impact of next generation sequencing on the analysis of breast cancer susceptibility: a role for extremely rare genetic variation?'], 'DOI': '10.1111/cge.12256'}",['The impact of next generation sequencing on the analysis of breast cancer susceptibility: a role for extremely rare genetic variation?'],10.1111/cge.12256,The impact of next generation sequencing on the analysis of breast cancer susceptibility: a role for extremely rare genetic variation?,False,False
1168,1943,10.1007/s11934-015-0573-z,"Leiblich A, Stevens D, Sooriakumaran P. The Utility of Molecular Imaging in Prostate Cancer..   Mar;17(3):26. doi: 10.1007/s11934-015-0573-z.",The Utility of Molecular Imaging in Prostate Cancer.,"{'title': ['The utility of prostate-specific antigen in the management of advanced prostate cancer'], 'DOI': '10.1111/bju.12061'}",['The utility of prostate-specific antigen in the management of advanced prostate cancer'],10.1111/bju.12061,The utility of prostate-specific antigen in the management of advanced prostate cancer,False,False
1169,148,,"Leijen S, Middleton MR, Tresca P et al. Phase I dose-escalation study of the safety, pharmacokinetics, and pharmacodynamics of the MEK inhibitor RO4987655 (CH4987655) in patients with advanced solid tumors.   Sep.","Phase I dose-escalation study of the safety, pharmacokinetics, and pharmacodynamics of the MEK inhibitor RO4987655 (CH4987655) in patients with advanced solid tumors","{'title': ['Phase I Dose-Escalation Study of the Safety, Pharmacokinetics, and Pharmacodynamics of the MEK Inhibitor RO4987655 (CH4987655) in Patients with Advanced Solid Tumors'], 'DOI': '10.1158/1078-0432.ccr-12-0868'}","['Phase I Dose-Escalation Study of the Safety, Pharmacokinetics, and Pharmacodynamics of the MEK Inhibitor RO4987655 (CH4987655) in Patients with Advanced Solid Tumors']",10.1158/1078-0432.ccr-12-0868,"Phase I Dose-Escalation Study of the Safety, Pharmacokinetics, and Pharmacodynamics of the MEK Inhibitor RO4987655 (CH4987655) in Patients with Advanced Solid Tumors",True,False
