,ID,DOI,complete,csv_post_title,crossref_API_out
2077,741,,"Thornhill MH, Chambers JB, Dayer M, Prendergast BD, Sandoe J, Westaby S. Dental surveillance in the adult congenital heart disease population: the authors'  reply.   Nov;99(21):1624-5.",Dental surveillance in the adult congenital heart disease population: the authors' reply,"{'title': ['Adult congenital heart disease'], 'DOI': '10.1111/j.1460-9592.2011.03591.x'}"
2078,1872,10.1038/sj.bdj.2015.496,"Thornhill MH, Lockhart PB, Prendergast B, Chambers JB, Shanson D. NICE and antibiotic prophylaxis to prevent endocarditis..   Jun;218(11):619-21. doi: 10.1038/sj.bdj.2015.496..",NICE and antibiotic prophylaxis to prevent endocarditis.,"{'title': ['NICE and antibiotic prophylaxis to prevent endocarditis'], 'DOI': '10.1038/sj.bdj.2015.496'}"
2079,1692,10.1038/srep16286,"Timofeeva MN, Kinnersley B, Farrington SM, Whiffin N, Palles C, Svinti V et al. Recurrent coding sequence variation explains only a small fraction of the genetic architecture of colorectal cancer.   Nov;5:16286. doi: 10.1038/srep16286.",Recurrent coding sequence variation explains only a small fraction of the genetic architecture of colorectal cancer,"{'title': ['Recurrent Coding Sequence Variation Explains Only A Small Fraction of the Genetic Architecture of Colorectal Cancer'], 'DOI': '10.1038/srep16286'}"
2080,2387,10.1089/AID.2016.0198,"Tiraboschi J, Ray S, Patel K, Pace M, Phalora P, Robinson N, et al. Short Communication: Lack of Effect of Maraviroc Intensification on Blood and Gut Reservoir. AIDS Res Hum Retroviruses. 2017;33(2):143-6.
",Short Communication: Lack of Effect of Maraviroc Intensification on Blood and Gut Reservoir.,"{'title': ['Short Communication: Lack of Effect of Maraviroc Intensification on Blood and Gut Reservoir'], 'DOI': '10.1089/aid.2016.0198'}"
2081,1494,10.1371/journal.pntd.0003837,"Toapanta FR, Bernal PJ, Fresnay S, Darton TC, Jones C, Waddington CS, Blohmke CJ, Dougan G, Angus B, Levine MM, Pollard AJ, Sztein MB. Oral Wild-Type Salmonella Typhi Challenge Induces Activation of Circulating Monocytes and Dendritic Cells in Individuals Who Develop Typhoid Disease.   Jun;9(6):e0003837. doi: 10.1371/journal.pntd.0003837. eCollection 2015..",Oral Wild-Type Salmonella Typhi Challenge Induces Activation of Circulating Monocytes and Dendritic Cells in Individuals Who Develop Typhoid Disease,"{'title': ['Oral Wild-Type Salmonella Typhi Challenge Induces Activation of Circulating Monocytes and Dendritic Cells in Individuals Who Develop Typhoid Disease'], 'DOI': '10.1371/journal.pntd.0003837'}"
2082,2043,10.1371/journal.pntd.0004766,"Toapanta FR, Bernal PJ, Fresnay S, Magder LS, Darton TC, Jones C, Waddington CS, Blohmke CJ, Angus B, Levine MM, Pollard AJ, Sztein MB. Oral Challenge with Wild-Type Salmonella Typhi Induces Distinct Changes in B Cell Subsets in Individuals Who Develop Typhoid Disease..   Jun;10(6). e0004766. doi: 10.1371/journal.pntd.0004766. eCollection 2016.",Oral Challenge with Wild-Type Salmonella Typhi Induces Distinct Changes in B Cell Subsets in Individuals Who Develop Typhoid Disease.,"{'title': ['Oral Challenge with Wild-Type Salmonella Typhi Induces Distinct Changes in B Cell Subsets in Individuals Who Develop Typhoid Disease'], 'DOI': '10.1371/journal.pntd.0004766'}"
2083,1924,10.1177/0004563215597944,Tomlinson I. The Mendelian colorectal cancer syndromes.   Nov;52(6):690-2. doi: 10.1177/0004563215597944. Epub 2015 Jul 13..,The Mendelian colorectal cancer syndromes,"{'title': ['Hereditary colorectal cancer syndromes and genetic testing'], 'DOI': '10.1002/jso.23706'}"
2084,1354,10.1002/acn3.175,"Tomlinson PR, Zheng Y, Fischer R, Heidasch R, Gardiner C, Evetts S, Hu M, Wade-Martins R, Turner MR, Morris J, Talbot J, Kessler B, Tofaris GK. Identification of distinct circulating microvesicles/exosomes in Parkinson' s disease.   Feb 6. DOI: 10.1002/acn3.175.",Identification of distinct circulating microvesicles/exosomes in Parkinson's disease,"{'title': ['DJ-1 and Parkinson′s Disease*'], 'DOI': '10.3724/sp.j.1206.2010.00393'}"
2085,1797,10.1136/bmjopen-2015-009285.,"Tompson AC, Petit-Zeman S, Goldacre B, Heneghan CJ. Getting our house in order: an audit of the registration and publication of clinical trials supported by the National Institute for Health Research Oxford Biomedical Research Centre and the Musculoskeletal Biomedical Research Unit.   Mar;6(3). e009285 doi: 10.1136/bmjopen-2015-009285..",Getting our house in order: an audit of the registration and publication of clinical trials supported by the National Institute for Health Research Oxford Biomedical Research Centre and the Musculoskeletal Biomedical Research Unit,"{'title': ['Getting our house in order: an audit of the registration and publication of clinical trials supported by the National Institute for Health Research Oxford Biomedical Research Centre and the Musculoskeletal Biomedical Research Unit'], 'DOI': '10.1136/bmjopen-2015-009285'}"
2086,31,,"Tondelli M, Wilcock GK, Nichelli P, DeJager CA, Jenkinson M, Zamboni G, Dejager CA. Structural MRI changes detectable up to ten years before clinical Alzheimer' s disease.   Apr 22;4:825. e25-825. e36.",Structural MRI changes detectable up to ten years before clinical Alzheimer's disease,"{'title': [""Structural MRI changes detectable up to ten years before clinical Alzheimer's disease""], 'DOI': '10.1016/j.neurobiolaging.2011.05.018'}"
2087,1980,10.1136/bmj.h3413,"Tonkin-Crine S, Walker AS, Butler CC. Contribution of behavioural science to antibiotic stewardship.   Jun;350:h3413. doi: 10.1136/bmj.h3413.",Contribution of behavioural science to antibiotic stewardship,"{'title': ['Contribution of behavioural science to antibiotic stewardship'], 'DOI': '10.1136/bmj.h3413'}"
2088,1946,10.1192/bjp.bp.114.152363,"Topiwala A, Allan CL, Valkanova V, Zsoldos E, Filippini N, Sexton CE, Mahmood A, Singh-Manoux A, Mackay CE, KivimÃ¤ki M, Ebmeier KP. Resilience and MRI correlates of cognitive impairment in community-dwelling elders.   Nov;207(5):435-9. doi: 10.1192/bjp.bp.114.152363. Epub 2015 Sep 3..",Resilience and MRI correlates of cognitive impairment in community-dwelling elders,"{'title': ['Resilience and MRI correlates of cognitive impairment in\n                        community-dwelling elders'], 'DOI': '10.1192/bjp.bp.114.152363'}"
2089,864,,"Torkan H, Blackwell SE, Holmes EA, Kalantari M, Neshat-Doost HT, Maroufi M, Talebi H. Positive imagery cognitive bias modification in treatment-seeking patients with major depression in Iran: A pilot study.   Feb;38:132-145.",Positive imagery cognitive bias modification in treatment-seeking patients with major depression in Iran: A pilot study,"{'title': ['Positive Imagery Cognitive Bias Modification in Treatment-Seeking Patients with Major Depression in Iran: A Pilot Study'], 'DOI': '10.1007/s10608-014-9598-8'}"
2090,795,,"Touze E, Trinquart L, Felgueiras R, Rerkasem K, Bonati LH, Meliksetyan G, Ringleb PA, Mas JL, Brown MM, Rothwell PM, in collaboration with the Carotid Stenting Trialists Collaboration.. A clinical rule (sex, contralateral occlusion, age, and restenosis) to select patients for stenting versus carotid endarterectomy: Systematic review of observational studies with validation in randomized trials.   Dec;Oct 17. [Epub ahead of print].","A clinical rule (sex, contralateral occlusion, age, and restenosis) to select patients for stenting versus carotid endarterectomy: Systematic review of observational studies with validation in randomized trials","{'title': ['A Clinical Rule (Sex, Contralateral Occlusion, Age, and Restenosis) to Select Patients for Stenting Versus Carotid Endarterectomy'], 'DOI': '10.1161/strokeaha.113.002756'}"
2091,1305,,"Townley HE, Zheng Y, Goldsmith J, Zheng YY, Stratford MR, Dobson PJ, Ahmed AA. A novel biosensor for quantitative monitoring of on-target activity of paclitaxel.   Jan;7(3):1127-35.",A novel biosensor for quantitative monitoring of on-target activity of paclitaxel,"{'title': ['A novel biosensor for quantitative monitoring of on-target activity of paclitaxel'], 'DOI': '10.1039/c4nr01105h'}"
2092,373,10.1016/j.imbio.2012.05.008,"TrÃ•_ck J, Lazarus R, Clutterbuck EA, Bowman J, Kibwana E, Bateman EA, Pollard AJ. The zwitterionic type I Streptococcus pneumoniae polysaccharide does not induce memory B cell formation in humans.   Mar;218(3):368-72. doi: 10.1016/j.imbio.2012.05.008. Epub 2012 May 23.",The zwitterionic type I Streptococcus pneumoniae polysaccharide does not induce memory B cell formation in humans,"{'title': ['The zwitterionic type I Streptococcus pneumoniae polysaccharide does not induce memory B cell formation in humans'], 'DOI': '10.1016/j.imbio.2012.05.008'}"
2093,784,10.1093/cid/cis700,"TrÃ•_ck J, Lazarus R, Jonsdottir I, Klugman KP, Pollard AJ. Pneumococcal polysaccharide vaccine efficacy and routine use of conjugate vaccines in infants: there is no need for a vaccine program in older adults at present.   Dec;55(11):1577-9. doi: 10.1093/cid/cis700. Epub 2012 Aug 17..",Pneumococcal polysaccharide vaccine efficacy and routine use of conjugate vaccines in infants: there is no need for a vaccine program in older adults at present,"{'title': ['Pneumococcal Polysaccharide Vaccine Efficacy and Routine Use of Conjugate Vaccines in Infants: There Is No Need for a Vaccine Program in Older Adults at Present'], 'DOI': '10.1093/cid/cis700'}"
2094,512,10.1016/j.vaccine.2013.03.070,"TrÃ•_ck J, O'Connor D, Darton TC, John TM, Snape MD, Pollard AJ. Genetic material should be routinely collected in clinical vaccine trials - high consent rates can be achieved across all age groups.   Jun;31(25):2744-8. doi: 10.1016/j.vaccine.2013.03.070. Epub 2013 Apr 24.",Genetic material should be routinely collected in clinical vaccine trials - high consent rates can be achieved across all age groups,"{'title': ['Genetic material should be routinely collected in clinical vaccine trials – High consent rates can be achieved across all age groups'], 'DOI': '10.1016/j.vaccine.2013.03.070'}"
2095,1967,10.1097/INF.0000000000000782,"TrÃ¼ck J, Thompson A, Dwivedi R, Segal S, Anand G, Kelly DF. Nonotogenic Skull Base Osteomyelitis in Children: Two Cases and a Review of the Literature.   Sep;34(9):1025-7. doi: 10.1097/INF.0000000000000782..",Nonotogenic Skull Base Osteomyelitis in Children: Two Cases and a Review of the Literature,"{'title': ['Nonotogenic Skull Base Osteomyelitis in Children'], 'DOI': '10.1097/inf.0000000000000782'}"
2096,729,,"Tratsiakovich Y, Gonon AT, Kiss A, Yang J, Bohm F, Tornvall P et al. Myocardial protection by co-administration of L-arginine and tetrahydrobiopterin during ischemia and reperfusion.   Oct 25;169(1):83-8.",Myocardial protection by co-administration of L-arginine and tetrahydrobiopterin during ischemia and reperfusion,"{'title': ['Myocardial protection by co-administration of L-arginine and tetrahydrobiopterin during ischemia and reperfusion'], 'DOI': '10.1093/eurheartj/eht310.p5696'}"
2097,456,,"Travers ME, Mackay DJ, Dekker Nitert M, Morris AP, Lindgren CM, Berry A, Johnson PR, Hanley N, Groop LC, McCarthy MI, Gloyn AL. Insights into the molecular mechanism for type 2 diabetes susceptibility at the KCNQ1 locus from temporal changes in imprinting status in human islets.   May;62(3):987-92.",Insights into the molecular mechanism for type 2 diabetes susceptibility at the KCNQ1 locus from temporal changes in imprinting status in human islets,"{'title': ['Insights Into the Molecular Mechanism for Type 2 Diabetes Susceptibility at the KCNQ1 Locus From Temporal Changes in Imprinting Status in Human Islets'], 'DOI': '10.2337/db12-0819'}"
2098,540,,"Traylor M, Bevan S, Rothwell PM, Sudlow C; Wellcome Trust Case Control Consortium 2 (WTCCC2), Dichgans M, Markus HS, Lewis CM. Using phenotypic heterogeneity to increase the power of genome-wide association studies: application to age at onset of ischaemic stroke subphenotypes.   Jul;37(5):495-503.",Using phenotypic heterogeneity to increase the power of genome-wide association studies: application to age at onset of ischaemic stroke subphenotypes,"{'title': ['Using Phenotypic Heterogeneity to Increase the Power of Genome-Wide Association Studies: Application to Age at Onset of Ischaemic Stroke Subphenotypes'], 'DOI': '10.1002/gepi.21729'}"
2099,213,,"Traylor M, Farrall M, Holliday EG, Sudlow C, Hopewell JC, Cheng YC, Fornage M, Ikram MA, Malik R, Bevan S, Thorsteinsdottir U, Nalls MA, Longstreth W, Wiggins KL, Yadav S, Parati EA, Destefano AL, Worrall BB, Kittner SJ, Khan MS, Reiner AP, Helgadottir A, Achterberg S, Fernandez-Cadenas I, Abboud S, Schmidt R, Walters M, Chen WM, Ringelstein EB, O'Donnell M, Ho WK, Pera J, Lemmens R, Norrving B, Higgins P, Benn M, Sale M, Kuhlenb. Genetic risk factors for ischaemic stroke and its subtypes (the METASTROKE collaboration): a meta-analysis of genome-wide association studies.   Nov;11(11):951-62.",Genetic risk factors for ischaemic stroke and its subtypes (the METASTROKE collaboration): a meta-analysis of genome-wide association studies,"{'title': ['Genetic risk factors for ischaemic stroke and its subtypes (the METASTROKE Collaboration): a meta-analysis of genome-wide association studies'], 'DOI': '10.1016/s1474-4422(12)70234-x'}"
2100,1081,,"Traylor M, MÃ•_kelÃ•_ KM, Kilarski LL, Holliday EG, Devan WJ, Nalls MA, Wiggins KL, Zhao W, Cheng YC, Achterberg S, Malik R, Sudlow C, Bevan S, Raitoharju E; METASTROKE, International Stroke Genetics Consortium, Wellcome Trust Case Consortium 2 (WTCCC2), Oksala N, Thijs V, Lemmens R, Lindgren A, Slowik A, Maguire JM, Walters M, Algra A, Sharma P, Attia JR, Boncoraglio GB, Rothwell PM, de Bakker PI, Bis JC, Saleheen D, Kittner SJ, Mitchell BD, Rosand J, Meschia JF, Levi C, Dichgans M, LehtimÃ•_ki T, Lewis CM, Markus HS.. A Novel MMP12 Locus Is Associated with Large Artery Atherosclerotic Stroke Using a Genome-Wide Age-at-Onset Informed Approach.   Jul 31;10(7):e1004469..",A Novel MMP12 Locus Is Associated with Large Artery Atherosclerotic Stroke Using a Genome-Wide Age-at-Onset Informed Approach,"{'title': ['A Novel MMP12 Locus Is Associated with Large Artery Atherosclerotic Stroke Using a Genome-Wide Age-at-Onset Informed Approach'], 'DOI': '10.1371/journal.pgen.1004469'}"
2101,2371,10.1002/ana.24840,"Traylor M, Malik R, Nalls MA, Cotlarciuc I, Radmanesh F, Thorleifsson G, et al. Genetic variation at 16q24.2 is associated with small vessel stroke. Ann Neurol. 2017;81(3):383-94.
",Genetic variation at 16q24.2 is associated with small vessel stroke. ,"{'title': ['Genetic variation at 16q24.2 is associated with small vessel stroke'], 'DOI': '10.1002/ana.24840'}"
2102,2005,10.1161/STROKEAHA.115.009816,"Traylor M, Rutten-Jacobs LC, Holliday EG, Malik R, Sudlow C, Rothwell PM, Maguire JM, Koblar SA, Bevan S, Boncoraglio G, Dichgans M, Levi C, Lewis CM, Markus HS. Differences in common genetic predisposition to ischemic stroke by age and sex.   Aug 4;46(11):3042-3047. DOI: 10.1161/STROKEAHA.115.009816.",Differences in common genetic predisposition to ischemic stroke by age and sex,"{'title': ['Sex differences in neuroinflammation and neuroprotection in ischemic stroke'], 'DOI': '10.1002/jnr.23962'}"
2103,1999,10.1161/STROKEAHA.115.011625,"Traylor M, Rutten-Jacobs LC, Thijs V, Holliday EG, Levi C, Bevan S, Malik R, Boncoraglio G, Sudlow C, Rothwell PM, Dichgans M, Markus HS. Genetic Associations With White Matter Hyperintensities Confer Risk of Lacunar Stroke.   May;47(5):1174-9. doi: 10.1161/STROKEAHA.115.011625. Epub 2016 Apr 12.",Genetic Associations With White Matter Hyperintensities Confer Risk of Lacunar Stroke,"{'title': ['Genetic Associations With White Matter Hyperintensities Confer Risk of Lacunar Stroke'], 'DOI': '10.1161/strokeaha.115.011625'}"
2104,2004,,"Traylor M, Zhang CR, Adib-Samii P, Devan WJ, Parsons OE, Lanfranconi S, Gregory S, Cloonan L, Falcone GJ, Radmanesh F, Fitzpatrick K, Kanakis A, Barrick TR, Moynihan B, Lewis CM, Boncoraglio GB, Lemmens R, Thijs V, Sudlow C, Wardlaw J, Rothwell PM, Meschia JF, Worrall BB, Levi C, Bevan S, Furie KL, Dichgans M, Rosand J, Markus HS, Rost N, International Stroke Genetics Consortium. Genome-wide meta-analysis of cerebral white matter hyperintensities in patients with stroke.   Jan 12;86(2):146-53.",Genome-wide meta-analysis of cerebral white matter hyperintensities in patients with stroke,"{'title': ['Factors associated with cerebral white matter hyperintensities in haemodialysis patients'], 'DOI': '10.1111/j.1440-1797.2012.01596.x'}"
