FinalDOI,ID,complete,api_add,times_cited,recent_citations,highly_cited_1,highly_cited_5,highly_cited_10,relative_citation_ratio,field_citation_ratio,license
10.1038/bmt.2012.236,520,"martino r, de wreede l, fiocco m, van biezen a, von dem borne pa, hamladji rm et al. comparison of conditioning regimens of various intensities for allogeneic hematopoietic sct using hla-identical sibling donors in aml and mds with.   jun;48(6):761-70.","{'doi': '10.1038/bmt.2012.236', 'times_cited': 58, 'recent_citations': 16, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.54, 'field_citation_ratio': 17.35, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",58.0,16.0,False,False,False,2.54,17.35,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/srep35842,2323,"martinón-torres, f., png, e., khor, c. c., davila, s., wright, v. j., sim, k. s., ... & carrol, e. d. (2016). natural resistance to meningococcal disease related to cfh loci: meta-analysis of genome-wide association studies. scientific reports, 6, 35842","{'doi': '10.1038/srep35842', 'times_cited': 16, 'recent_citations': 15, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.84, 'field_citation_ratio': 3.49, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",16.0,15.0,False,False,False,0.84,3.49,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.clim.2014.04.011,1050,"marwah i, wang x, chan h, ogg gs, gutowska-owsiak d.. filaggrin-insufficiency in keratinocytes influences responsiveness of allergen-specific t cells to cognate antigen and compounds barrier function deficiency.   jul;153(1):153-5. doi: 10.1016/j.clim.2014.04.011. epub 2014 apr 29.","{'doi': '10.1016/j.clim.2014.04.011', 'times_cited': 0, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.0, 'field_citation_ratio': 0.0, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",0.0,0.0,False,False,False,0.0,0.0,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/circimaging.113.000498,535,"marwick th, neubauer s, petersen se. use of cardiac magnetic resonance and echocardiography in population-based studies: why, where, and when?.   jul;6(4):590-6.","{'doi': '10.1161/circimaging.113.000498', 'times_cited': 9, 'recent_citations': 5, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.37, 'field_citation_ratio': 2.69, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",9.0,5.0,False,False,False,0.37,2.69,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.ccr.2013.06.004,592,"masiero m, simã•âµes fc, han hd, snell c, peterkin t, bridges e, mangala ls, wu sy, pradeep s, li d, han c, dalton h, lopez-berestein g, tuynman jb, mortensen n, li jl, patient r, sood ak, banham ah, harris al, buffa fm. a core human primary tumor angiogenesis signature identifies the endothelial orphan receptor eltd1 as a key regulator of angiogenesis.   aug;24(2):229-41.","{'doi': '10.1016/j.ccr.2013.06.004', 'times_cited': 83, 'recent_citations': 26, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.4, 'field_citation_ratio': 13.22, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",83.0,26.0,False,False,False,3.4,13.22,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1159/000334090,144,"mason rh, kiire ca, groves dc, lipinski hj, jaycock a, winter bc, smith l, bolton a, rahman nm, swaminathan r, chong vn, stradling jr. visual improvement following continuous positive airway pressure therapy in diabetic subjects with clinically significant macular oedema and obstructive sleep apnoea: proof of principle study.   sep;84:275-282. doi:10.1159/000334090.","{'doi': '10.1159/000334090', 'times_cited': 25, 'recent_citations': 7, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.14, 'field_citation_ratio': 5.81, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",25.0,7.0,False,False,False,1.14,5.81,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.5665/sleep.2006,102,"mason rh, mehta z, fonseca ac, stradling jr, rothwell pm. snoring and severity of symptomatic and asymptomatic carotid stenosis: a population-based study.   aug;35(8):1147-51.","{'doi': '10.5665/sleep.2006', 'times_cited': 11, 'recent_citations': 1, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.57, 'field_citation_ratio': 2.56, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",11.0,1.0,False,False,False,0.57,2.56,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1128/aac.01823-16,2395,"mathers aj, stoesser n, chai w, carroll j, barry k, cherunvanky a, et al. chromosomal integration of the klebsiella pneumoniae carbapenemase gene, blakpc, in klebsiella species is elusive but not rare. antimicrob agents chemother. 2017;61(3).","{'doi': '10.1128/aac.01823-16', 'times_cited': 19, 'recent_citations': 16, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.25, 'field_citation_ratio': 5.86, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",19.0,16.0,False,False,False,3.25,5.86,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1128/aac.04292-14,1385,"mathers aj, stoesser n, sheppard ae, pankhurst l, giess a, yeh aj, didelot x, turner sd, sebra r, kasarskis a, peto t, crook d, sifri cd. klebsiella pneumoniae carbapenemase (kpc)-producing k. pneumoniae at a single institution: insights into endemicity from whole-genome sequencing.   mar;59(3):1656-63. doi: 10.1128/aac.04292-14. epub 2015 jan 5..","{'doi': '10.1128/aac.04292-14', 'times_cited': 71, 'recent_citations': 25, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 5.42, 'field_citation_ratio': 15.69, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",71.0,25.0,False,False,False,5.42,15.69,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1148/radiol.2016152299,2413,"matin tn, rahman n, nickol ah, chen m, xu x, stewart nj, doel t, grau v, wild jm, gleeson fv. chronic obstructive pulmonary disease: lobar analysis with hyperpolarized 129xe mr imaging. radiology 2017 march;282:857-868","{'doi': '10.1148/radiol.2016152299', 'times_cited': 17, 'recent_citations': 16, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.99, 'field_citation_ratio': 11.66, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",17.0,16.0,False,False,False,2.99,11.66,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1371/journal.pone.0137715,1634,"matthews l, kolind s, brazier a, leite mi, brooks j, traboulsee a, jenkinson m, johansen-berg h, palace j. imaging surrogates of disease activity in neuromyelitis optica allow distinction from multiple sclerosis.   sep 18;10(9):e0137715. doi: 10.1371/journal.pone.0137715. ecollection 2015.","{'doi': '10.1371/journal.pone.0137715', 'times_cited': 17, 'recent_citations': 7, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.4, 'field_citation_ratio': 4.53, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",17.0,7.0,False,False,False,1.4,4.53,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
